SalesDate,ProductKey,CustomerKey,StoreKey,Quantity,UnitPrice,Discount,TotalSales
2024-06-01,PROD0037,292,STORE0005,4,83.41,18.98,314.66
2024-07-01,PROD0024,263,STORE0007,1,421.53,20.79,400.74
2024-08-01,PROD0023,281,STORE0006,7,498.78,26.6,3464.86
2024-09-01,PROD0035,48,STORE0003,7,155.23,43.18,1043.43
2024-10-01,PROD0030,296,STORE0001,1,110.16,12.37,97.79
2024-11-01,PROD0035,158,STORE0001,6,130.55,19.03,764.27
2024-12-01,PROD0039,29,STORE0006,6,25.28,12.48,139.2
2023-01-01,PROD0014,79,STORE0007,8,271.0,39.97,2128.03
2023-02-01,PROD0026,46,STORE0004,1,243.57,5.11,238.46
2023-03-01,PROD0023,13,STORE0007,4,54.39,35.25,182.31
2023-04-01,PROD0031,296,STORE0002,6,246.35,26.78,1451.32
2023-05-01,PROD0039,45,STORE0005,1,90.82,12.04,78.78
2023-06-01,PROD0042,146,STORE0007,5,203.31,18.01,998.54
2023-07-01,PROD0032,267,STORE0001,9,327.12,47.05,2897.03
2023-08-01,PROD0032,3,STORE0008,3,490.35,20.38,1450.67
2023-09-01,PROD0029,88,STORE0009,8,146.1,6.96,1161.84
2023-10-01,PROD0008,261,STORE0007,1,140.31,13.96,126.35
2023-11-01,PROD0031,203,STORE0005,1,299.13,42.01,257.12
2023-12-01,PROD0047,9,STORE0006,7,447.39,30.78,3100.95
2024-01-01,PROD0030,157,STORE0007,4,163.08,43.96,608.36
2024-02-01,PROD0002,137,STORE0007,4,326.08,4.71,1299.61
2024-03-01,PROD0026,23,STORE0003,4,458.64,9.48,1825.08
2024-04-01,PROD0014,51,STORE0005,9,352.22,24.7,3145.28
2024-05-01,PROD0002,201,STORE0003,3,69.98,26.17,183.77
2024-06-01,PROD0002,48,STORE0008,9,274.81,2.85,2470.44
2024-07-01,PROD0020,180,STORE0007,8,135.64,49.89,1035.23
2024-08-01,PROD0038,172,STORE0003,7,161.62,40.44,1090.9
2024-09-01,PROD0021,142,STORE0005,1,296.56,6.37,290.19
2024-10-01,PROD0038,139,STORE0008,1,66.09,33.65,32.44
2024-11-01,PROD0043,300,STORE0005,8,386.46,7.31,3084.37
2024-12-01,PROD0029,2,STORE0003,1,268.9,5.6,263.3
2023-01-01,PROD0009,106,STORE0008,8,482.97,17.95,3845.81
2023-02-01,PROD0035,85,STORE0005,6,115.64,3.72,690.12
2023-03-01,PROD0039,253,STORE0004,7,203.13,5.69,1416.22
2023-04-01,PROD0030,74,STORE0004,4,399.99,30.92,1569.04
2023-05-01,PROD0045,157,STORE0010,5,241.57,33.18,1174.67
2023-06-01,PROD0019,224,STORE0010,2,70.17,27.39,112.95
2023-07-01,PROD0049,77,STORE0009,9,426.54,28.12,3810.74
2023-08-01,PROD0029,71,STORE0005,8,156.55,12.35,1240.05
2023-09-01,PROD0013,299,STORE0002,5,45.19,16.28,209.67
2023-10-01,PROD0026,215,STORE0002,4,394.07,20.62,1555.66
2023-11-01,PROD0029,139,STORE0003,3,342.13,23.27,1003.12
2023-12-01,PROD0044,95,STORE0002,5,337.44,38.96,1648.24
2024-01-01,PROD0022,279,STORE0007,3,417.36,38.63,1213.45
2024-02-01,PROD0015,181,STORE0001,5,277.98,20.75,1369.15
2024-03-01,PROD0035,289,STORE0008,8,436.26,27.89,3462.19
2024-04-01,PROD0035,141,STORE0004,7,140.81,46.55,939.12
2024-05-01,PROD0005,282,STORE0010,4,139.48,45.13,512.79
2024-06-01,PROD0031,145,STORE0009,8,151.73,43.1,1170.74
2024-07-01,PROD0038,145,STORE0006,7,318.17,12.73,2214.46
2024-08-01,PROD0024,290,STORE0004,8,52.88,38.42,384.62
2024-09-01,PROD0030,193,STORE0008,7,423.36,45.05,2918.47
2024-10-01,PROD0020,46,STORE0002,8,312.04,22.31,2474.01
2024-11-01,PROD0030,88,STORE0010,6,37.1,4.37,218.23
2024-12-01,PROD0004,220,STORE0006,3,79.06,37.58,199.6
2023-01-01,PROD0020,290,STORE0007,6,302.1,39.26,1773.34
2023-02-01,PROD0030,299,STORE0007,8,30.74,26.96,218.96
2023-03-01,PROD0045,136,STORE0003,9,459.07,36.32,4095.31
2023-04-01,PROD0028,209,STORE0010,1,107.03,31.16,75.87
2023-05-01,PROD0023,108,STORE0005,6,382.35,22.01,2272.09
2023-06-01,PROD0031,231,STORE0002,8,249.25,47.57,1946.43
2023-07-01,PROD0034,295,STORE0006,8,247.26,44.84,1933.24
2023-08-01,PROD0014,195,STORE0006,7,144.35,20.78,989.67
2023-09-01,PROD0003,86,STORE0003,1,159.0,34.2,124.8
2023-10-01,PROD0022,121,STORE0005,6,171.59,13.99,1015.55
2023-11-01,PROD0034,79,STORE0008,7,376.88,48.57,2589.59
2023-12-01,PROD0013,58,STORE0008,2,49.69,3.59,95.79
2024-01-01,PROD0050,223,STORE0006,7,21.96,34.28,119.44
2024-02-01,PROD0042,6,STORE0008,3,484.18,31.89,1420.65
2024-03-01,PROD0018,169,STORE0007,4,275.45,27.63,1074.17
2024-04-01,PROD0020,36,STORE0006,7,307.46,40.6,2111.62
2024-05-01,PROD0002,61,STORE0010,6,175.15,24.59,1026.31
2024-06-01,PROD0044,32,STORE0006,5,215.01,6.78,1068.27
2024-07-01,PROD0045,22,STORE0001,5,335.4,49.65,1627.35
2024-08-01,PROD0002,99,STORE0002,2,53.85,21.32,86.38
2024-09-01,PROD0043,8,STORE0004,2,276.66,4.29,549.03
2024-10-01,PROD0009,136,STORE0008,3,80.7,45.81,196.29
2024-11-01,PROD0030,1,STORE0002,6,190.34,37.18,1104.86
2024-12-01,PROD0037,32,STORE0008,4,94.34,0.82,376.54
2023-01-01,PROD0004,245,STORE0006,2,326.07,29.58,622.56
2023-02-01,PROD0027,116,STORE0004,8,253.63,45.18,1983.86
2023-03-01,PROD0050,233,STORE0010,2,231.15,40.0,422.3
2023-04-01,PROD0016,5,STORE0008,8,292.51,0.24,2339.84
2023-05-01,PROD0013,196,STORE0007,8,442.42,10.89,3528.47
2023-06-01,PROD0015,121,STORE0003,9,117.82,44.14,1016.24
2023-07-01,PROD0045,15,STORE0002,2,21.08,33.01,9.15
2023-08-01,PROD0025,262,STORE0008,8,297.4,29.3,2349.9
2023-09-01,PROD0019,256,STORE0007,4,380.11,28.96,1491.48
2023-10-01,PROD0027,205,STORE0010,8,290.9,48.81,2278.39
2023-11-01,PROD0025,52,STORE0005,3,211.27,32.33,601.48
2023-12-01,PROD0019,221,STORE0008,5,205.01,10.68,1014.37
2024-01-01,PROD0029,171,STORE0005,8,347.48,40.68,2739.16
2024-02-01,PROD0046,260,STORE0005,2,433.02,31.82,834.22
2024-03-01,PROD0001,54,STORE0010,1,361.03,14.02,347.01
2024-04-01,PROD0012,176,STORE0002,1,193.33,26.64,166.69
2024-05-01,PROD0018,106,STORE0008,7,479.11,34.25,3319.52
2024-06-01,PROD0039,20,STORE0005,2,338.89,16.3,661.48
2024-07-01,PROD0032,231,STORE0010,6,287.5,30.72,1694.28
2024-08-01,PROD0050,67,STORE0007,4,286.49,24.67,1121.29
2024-09-01,PROD0011,145,STORE0006,3,409.08,5.33,1221.91
2024-10-01,PROD0023,287,STORE0004,5,100.23,16.94,484.21
2024-11-01,PROD0018,279,STORE0001,3,310.08,5.53,924.71
2024-12-01,PROD0003,265,STORE0005,9,360.03,45.77,3194.5
2023-01-01,PROD0006,141,STORE0008,8,209.62,12.82,1664.14
2023-02-01,PROD0007,106,STORE0001,7,133.07,33.54,897.95
2023-03-01,PROD0048,95,STORE0002,3,451.49,5.02,1349.45
2023-04-01,PROD0026,76,STORE0006,1,214.07,35.77,178.3
2023-05-01,PROD0028,171,STORE0009,9,374.4,49.0,3320.6
2023-06-01,PROD0050,142,STORE0001,5,124.05,35.78,584.47
2023-07-01,PROD0004,133,STORE0008,9,438.51,17.73,3928.86
2023-08-01,PROD0049,178,STORE0001,8,463.76,9.75,3700.33
2023-09-01,PROD0033,97,STORE0008,1,113.93,15.2,98.73
2023-10-01,PROD0032,70,STORE0009,8,25.64,38.05,167.07
2023-11-01,PROD0042,251,STORE0004,3,127.01,16.2,364.83
2023-12-01,PROD0010,285,STORE0008,2,161.84,45.48,278.2
2024-01-01,PROD0023,72,STORE0002,6,135.54,6.82,806.42
2024-02-01,PROD0045,64,STORE0006,9,306.04,4.67,2749.69
2024-03-01,PROD0033,244,STORE0006,3,389.75,36.19,1133.06
2024-04-01,PROD0015,148,STORE0007,5,274.44,1.09,1371.11
2024-05-01,PROD0002,205,STORE0002,5,167.67,39.68,798.67
2024-06-01,PROD0042,162,STORE0001,6,426.24,0.08,2557.36
2024-07-01,PROD0001,151,STORE0002,1,37.23,28.78,8.45
2024-08-01,PROD0025,259,STORE0006,4,201.42,4.17,801.51
2024-09-01,PROD0041,190,STORE0004,6,160.44,32.63,930.01
2024-10-01,PROD0050,300,STORE0007,1,485.25,37.91,447.34
2024-11-01,PROD0013,81,STORE0009,2,217.52,38.04,397.0
2024-12-01,PROD0004,250,STORE0002,7,178.31,39.24,1208.93
2023-01-01,PROD0026,242,STORE0006,7,328.86,37.88,2264.14
2023-02-01,PROD0007,103,STORE0009,1,29.5,32.88,-3.38
2023-03-01,PROD0006,236,STORE0009,1,221.15,16.74,204.41
2023-04-01,PROD0036,42,STORE0004,3,276.27,32.82,795.99
2023-05-01,PROD0031,29,STORE0006,7,482.03,9.68,3364.53
2023-06-01,PROD0041,102,STORE0002,8,154.61,3.06,1233.82
2023-07-01,PROD0004,221,STORE0002,5,174.88,28.4,846.0
2023-08-01,PROD0015,300,STORE0001,7,127.61,34.97,858.3
2023-09-01,PROD0005,112,STORE0007,8,198.42,20.6,1566.76
2023-10-01,PROD0011,151,STORE0009,9,354.18,21.06,3166.56
2023-11-01,PROD0049,234,STORE0002,3,64.21,21.7,170.93
2023-12-01,PROD0008,217,STORE0007,8,469.07,3.69,3748.87
2024-01-01,PROD0002,55,STORE0004,9,390.19,47.81,3463.9
2024-02-01,PROD0017,172,STORE0001,2,161.13,25.96,296.3
2024-03-01,PROD0033,34,STORE0008,5,102.48,15.59,496.81
2024-04-01,PROD0034,177,STORE0002,4,234.36,30.7,906.74
2024-05-01,PROD0025,208,STORE0004,2,264.97,42.44,487.5
2024-06-01,PROD0045,135,STORE0003,5,155.6,7.61,770.39
2024-07-01,PROD0017,12,STORE0007,8,237.59,17.59,1883.13
2024-08-01,PROD0013,247,STORE0005,2,479.8,25.98,933.62
2024-09-01,PROD0010,184,STORE0004,1,177.01,13.38,163.63
2024-10-01,PROD0013,8,STORE0006,4,361.01,11.18,1432.86
2024-11-01,PROD0023,95,STORE0010,8,58.17,31.41,433.95
2024-12-01,PROD0018,58,STORE0004,7,120.85,49.01,796.94
2023-01-01,PROD0020,189,STORE0007,2,65.51,26.43,104.59
2023-02-01,PROD0015,233,STORE0004,7,203.25,45.79,1376.96
2023-03-01,PROD0043,248,STORE0010,9,488.57,8.5,4388.63
2023-04-01,PROD0042,102,STORE0001,6,465.79,42.93,2751.81
2023-05-01,PROD0023,256,STORE0006,8,464.56,36.21,3680.27
2023-06-01,PROD0037,3,STORE0002,3,257.77,37.97,735.34
2023-07-01,PROD0034,165,STORE0009,1,310.69,29.85,280.84
2023-08-01,PROD0050,151,STORE0009,7,487.85,5.79,3409.16
2023-09-01,PROD0033,161,STORE0006,8,202.26,41.62,1576.46
2023-10-01,PROD0024,36,STORE0005,7,44.45,22.35,288.8
2023-11-01,PROD0027,174,STORE0007,9,262.83,19.94,2345.53
2023-12-01,PROD0042,156,STORE0001,4,494.6,27.34,1951.06
2024-01-01,PROD0018,32,STORE0003,9,317.3,2.85,2852.85
2024-02-01,PROD0035,59,STORE0006,8,142.2,33.77,1103.83
2024-03-01,PROD0007,55,STORE0009,6,456.39,6.47,2731.87
2024-04-01,PROD0011,194,STORE0002,6,220.9,11.15,1314.25
2024-05-01,PROD0021,144,STORE0005,1,105.75,39.35,66.4
2024-06-01,PROD0007,51,STORE0004,4,179.47,0.42,717.46
2024-07-01,PROD0022,44,STORE0003,3,174.8,24.1,500.3
2024-08-01,PROD0047,269,STORE0002,7,81.54,1.94,568.84
2024-09-01,PROD0004,28,STORE0003,4,435.07,30.97,1709.31
2024-10-01,PROD0038,158,STORE0010,5,370.45,12.58,1839.67
2024-11-01,PROD0030,298,STORE0004,3,51.92,23.4,132.36
2024-12-01,PROD0026,245,STORE0008,7,158.01,0.97,1105.1
2023-01-01,PROD0015,236,STORE0004,9,388.02,25.44,3466.74
2023-02-01,PROD0019,270,STORE0009,6,141.08,41.04,805.44
2023-03-01,PROD0048,111,STORE0003,3,279.59,23.46,815.31
2023-04-01,PROD0047,18,STORE0006,5,238.11,19.93,1170.62
2023-05-01,PROD0013,143,STORE0009,2,459.49,1.67,917.31
2023-06-01,PROD0013,28,STORE0003,2,65.95,14.66,117.24
2023-07-01,PROD0041,21,STORE0001,7,75.48,14.74,513.62
2023-08-01,PROD0050,178,STORE0007,2,190.0,40.05,339.95
2023-09-01,PROD0019,84,STORE0007,4,116.28,26.03,439.09
2023-10-01,PROD0033,186,STORE0004,9,185.09,2.35,1663.46
2023-11-01,PROD0050,287,STORE0010,7,374.33,15.61,2604.7
2023-12-01,PROD0005,114,STORE0001,4,199.96,1.1,798.74
2024-01-01,PROD0050,223,STORE0007,5,107.02,23.77,511.33
2024-02-01,PROD0015,272,STORE0001,6,51.82,20.62,290.3
2024-03-01,PROD0019,229,STORE0003,9,360.78,43.06,3203.96
2024-04-01,PROD0001,56,STORE0005,2,273.68,13.7,533.66
2024-05-01,PROD0002,273,STORE0005,6,423.2,20.29,2518.91
2024-06-01,PROD0007,155,STORE0008,2,455.09,42.6,867.58
2024-07-01,PROD0044,170,STORE0008,6,421.59,16.89,2512.65
2024-08-01,PROD0033,273,STORE0003,9,74.28,31.27,637.25
2024-09-01,PROD0049,14,STORE0010,6,336.23,18.59,1998.79
2024-10-01,PROD0002,172,STORE0009,8,174.15,39.55,1353.65
2024-11-01,PROD0018,3,STORE0001,7,463.96,25.33,3222.39
2024-12-01,PROD0021,256,STORE0002,5,108.91,33.23,511.32
2023-01-01,PROD0040,21,STORE0009,6,132.08,30.76,761.72
2023-02-01,PROD0013,36,STORE0001,5,418.78,40.46,2053.44
2023-03-01,PROD0008,247,STORE0001,8,467.8,24.51,3717.89
2023-04-01,PROD0042,204,STORE0005,8,146.13,10.07,1158.97
2023-05-01,PROD0039,80,STORE0006,2,305.47,5.61,605.33
2023-06-01,PROD0024,206,STORE0004,4,170.03,49.81,630.31
2023-07-01,PROD0021,198,STORE0005,3,481.45,18.94,1425.41
2023-08-01,PROD0032,13,STORE0010,2,464.66,33.66,895.66
2023-09-01,PROD0039,69,STORE0006,8,60.69,2.19,483.33
2023-10-01,PROD0009,30,STORE0004,5,433.55,34.61,2133.14
2023-11-01,PROD0040,269,STORE0008,9,188.24,36.05,1658.11
2023-12-01,PROD0013,19,STORE0004,4,225.02,15.98,884.1
2024-01-01,PROD0009,222,STORE0008,9,244.13,5.76,2191.41
2024-02-01,PROD0038,30,STORE0002,2,221.71,9.36,434.06
2024-03-01,PROD0028,299,STORE0002,5,427.73,11.5,2127.15
2024-04-01,PROD0029,127,STORE0004,2,362.68,9.21,716.15
2024-05-01,PROD0044,47,STORE0001,1,368.06,4.08,363.98
2024-06-01,PROD0002,92,STORE0005,4,198.73,17.7,777.22
2024-07-01,PROD0050,97,STORE0001,9,27.42,1.16,245.62
2024-08-01,PROD0019,11,STORE0003,7,123.1,13.61,848.09
2024-09-01,PROD0046,220,STORE0003,7,479.37,32.18,3323.41
2024-10-01,PROD0047,30,STORE0010,9,256.66,17.86,2292.08
2024-11-01,PROD0028,138,STORE0004,1,80.95,41.17,39.78
2024-12-01,PROD0006,283,STORE0002,3,28.02,44.72,39.34
2023-01-01,PROD0025,179,STORE0007,2,331.94,23.91,639.97
2023-02-01,PROD0049,103,STORE0006,2,468.7,43.57,893.83
2023-03-01,PROD0001,133,STORE0002,4,398.41,43.66,1549.98
2023-04-01,PROD0031,169,STORE0008,1,255.83,29.62,226.21
2023-05-01,PROD0035,214,STORE0004,4,180.06,22.2,698.04
2023-06-01,PROD0015,127,STORE0001,1,406.73,16.3,390.43
2023-07-01,PROD0030,41,STORE0004,1,181.26,2.87,178.39
2023-08-01,PROD0022,194,STORE0008,7,86.85,48.98,558.97
2023-09-01,PROD0030,100,STORE0002,8,472.09,45.01,3731.71
2023-10-01,PROD0019,67,STORE0003,5,214.37,23.22,1048.63
2023-11-01,PROD0022,35,STORE0004,4,400.96,0.96,1602.88
2023-12-01,PROD0038,46,STORE0003,3,61.29,28.43,155.44
2024-01-01,PROD0028,140,STORE0008,6,362.96,29.63,2148.13
2024-02-01,PROD0028,242,STORE0006,3,199.4,46.05,552.15
2024-03-01,PROD0018,193,STORE0004,1,406.68,35.52,371.16
2024-04-01,PROD0046,68,STORE0001,6,72.74,8.49,427.95
2024-05-01,PROD0039,11,STORE0008,2,336.43,28.63,644.23
2024-06-01,PROD0013,113,STORE0004,9,449.11,10.58,4031.41
2024-07-01,PROD0027,191,STORE0010,9,302.04,2.65,2715.71
2024-08-01,PROD0044,87,STORE0008,6,422.22,49.62,2483.7
2024-09-01,PROD0034,182,STORE0008,3,162.15,39.41,447.04
2024-10-01,PROD0007,16,STORE0008,8,454.01,47.65,3584.43
2024-11-01,PROD0032,82,STORE0008,9,412.47,13.58,3698.65
2024-12-01,PROD0023,194,STORE0005,2,367.51,21.26,713.76
2023-01-01,PROD0034,270,STORE0008,6,326.15,27.52,1929.38
2023-02-01,PROD0050,81,STORE0006,3,185.43,37.03,519.26
2023-03-01,PROD0039,10,STORE0002,7,113.53,3.42,791.29
2023-04-01,PROD0015,69,STORE0002,2,329.1,33.27,624.93
2023-05-01,PROD0036,45,STORE0009,6,380.86,25.56,2259.6
2023-06-01,PROD0015,107,STORE0007,4,378.17,14.52,1498.16
2023-07-01,PROD0012,53,STORE0007,4,291.87,31.33,1136.15
2023-08-01,PROD0024,256,STORE0009,5,134.73,30.54,643.11
2023-09-01,PROD0045,112,STORE0001,9,486.16,18.47,4356.97
2023-10-01,PROD0016,213,STORE0007,3,35.32,27.71,78.25
2023-11-01,PROD0035,133,STORE0001,3,148.13,14.9,429.49
2023-12-01,PROD0014,211,STORE0003,3,457.34,49.87,1322.15
2024-01-01,PROD0033,103,STORE0003,9,399.0,34.21,3556.79
2024-02-01,PROD0007,279,STORE0003,4,219.81,42.61,836.63
2024-03-01,PROD0011,53,STORE0005,4,389.64,12.27,1546.29
2024-04-01,PROD0016,273,STORE0003,4,262.93,32.81,1018.91
2024-05-01,PROD0040,257,STORE0008,1,376.95,38.12,338.83
2024-06-01,PROD0026,236,STORE0006,9,335.72,41.53,2979.95
2024-07-01,PROD0013,25,STORE0004,3,328.44,32.6,952.72
2024-08-01,PROD0050,57,STORE0010,1,401.96,10.39,391.57
2024-09-01,PROD0002,57,STORE0002,3,156.54,46.2,423.42
2024-10-01,PROD0011,49,STORE0009,6,72.78,30.99,405.69
2024-11-01,PROD0020,115,STORE0004,3,202.72,37.43,570.73
2024-12-01,PROD0048,63,STORE0003,1,434.05,35.78,398.27
2023-01-01,PROD0034,137,STORE0005,5,366.18,40.11,1790.79
2023-02-01,PROD0029,162,STORE0003,2,288.87,3.73,574.01
2023-03-01,PROD0037,276,STORE0003,4,341.39,1.68,1363.88
2023-04-01,PROD0025,217,STORE0004,4,119.31,16.07,461.17
2023-05-01,PROD0040,40,STORE0009,5,472.72,19.27,2344.33
2023-06-01,PROD0042,75,STORE0005,8,349.15,23.87,2769.33
2023-07-01,PROD0030,169,STORE0003,2,151.08,2.72,299.44
2023-08-01,PROD0018,187,STORE0001,9,252.85,25.29,2250.36
2023-09-01,PROD0012,90,STORE0008,6,101.83,7.51,603.47
2023-10-01,PROD0047,208,STORE0002,9,480.54,6.45,4318.41
2023-11-01,PROD0004,60,STORE0001,6,105.5,16.28,616.72
2023-12-01,PROD0037,203,STORE0003,6,152.28,12.64,901.04
2024-01-01,PROD0049,158,STORE0002,1,52.34,43.51,8.83
2024-02-01,PROD0028,297,STORE0003,5,263.55,21.92,1295.83
2024-03-01,PROD0029,89,STORE0001,3,240.11,23.01,697.32
2024-04-01,PROD0001,288,STORE0002,3,236.87,26.45,684.16
2024-05-01,PROD0029,271,STORE0002,1,52.14,20.06,32.08
2024-06-01,PROD0015,36,STORE0001,8,362.08,20.1,2876.54
2024-07-01,PROD0034,264,STORE0005,2,41.3,17.09,65.51
2024-08-01,PROD0020,251,STORE0001,8,292.89,13.25,2329.87
2024-09-01,PROD0045,156,STORE0003,6,37.34,41.37,182.67
2024-10-01,PROD0016,83,STORE0002,6,393.28,3.38,2356.3
2024-11-01,PROD0006,298,STORE0007,6,194.99,27.64,1142.3
2024-12-01,PROD0033,171,STORE0006,3,141.39,2.08,422.09
2023-01-01,PROD0023,206,STORE0007,5,100.42,32.56,469.54
2023-02-01,PROD0027,276,STORE0009,3,234.59,26.62,677.15
2023-03-01,PROD0021,47,STORE0010,8,77.79,47.93,574.39
2023-04-01,PROD0019,47,STORE0006,4,497.29,8.6,1980.56
2023-05-01,PROD0028,37,STORE0008,6,488.15,0.46,2928.44
2023-06-01,PROD0033,164,STORE0010,7,123.38,34.22,829.44
2023-07-01,PROD0009,191,STORE0001,9,400.27,31.36,3571.07
2023-08-01,PROD0007,121,STORE0007,5,372.73,26.5,1837.15
2023-09-01,PROD0043,297,STORE0009,2,437.5,30.56,844.44
2023-10-01,PROD0013,5,STORE0005,8,53.99,18.32,413.6
2023-11-01,PROD0047,253,STORE0005,2,344.34,27.32,661.36
2023-12-01,PROD0016,232,STORE0001,6,293.53,11.29,1749.89
2024-01-01,PROD0018,271,STORE0005,5,131.02,32.87,622.23
2024-02-01,PROD0007,175,STORE0003,2,116.76,35.6,197.92
2024-03-01,PROD0027,4,STORE0006,5,494.81,27.38,2446.67
2024-04-01,PROD0029,5,STORE0008,7,462.44,11.61,3225.47
2024-05-01,PROD0033,10,STORE0003,4,373.96,31.63,1464.21
2024-06-01,PROD0003,228,STORE0001,9,287.91,32.63,2558.56
2024-07-01,PROD0022,193,STORE0009,8,84.71,36.64,641.04
2024-08-01,PROD0018,182,STORE0002,4,154.04,34.86,581.3
2024-09-01,PROD0008,285,STORE0005,7,462.33,37.23,3199.08
2024-10-01,PROD0016,193,STORE0001,6,31.57,2.92,186.5
2024-11-01,PROD0039,159,STORE0007,3,147.79,39.08,404.29
2024-12-01,PROD0049,86,STORE0003,2,105.74,1.45,210.03
2023-01-01,PROD0016,70,STORE0001,1,32.2,21.65,10.55
2023-02-01,PROD0018,108,STORE0006,5,462.42,21.76,2290.34
2023-03-01,PROD0031,112,STORE0009,9,269.02,23.9,2397.28
2023-04-01,PROD0039,257,STORE0007,1,68.26,11.21,57.05
2023-05-01,PROD0019,17,STORE0008,1,372.78,29.36,343.42
2023-06-01,PROD0028,128,STORE0004,4,185.4,13.54,728.06
2023-07-01,PROD0009,252,STORE0003,9,39.94,17.45,342.01
2023-08-01,PROD0010,9,STORE0005,8,248.16,25.08,1960.2
2023-09-01,PROD0016,289,STORE0001,3,417.33,8.25,1243.74
2023-10-01,PROD0010,148,STORE0005,2,258.21,37.96,478.46
2023-11-01,PROD0008,176,STORE0010,4,220.54,24.63,857.53
2023-12-01,PROD0022,140,STORE0005,8,402.57,40.61,3179.95
2024-01-01,PROD0048,84,STORE0008,7,238.6,27.66,1642.54
2024-02-01,PROD0030,82,STORE0007,7,98.35,4.97,683.48
2024-03-01,PROD0015,26,STORE0003,5,471.38,7.39,2349.51
2024-04-01,PROD0045,179,STORE0004,6,241.47,22.35,1426.47
2024-05-01,PROD0015,128,STORE0005,7,96.66,21.67,654.95
2024-06-01,PROD0004,78,STORE0004,7,370.04,44.97,2545.31
2024-07-01,PROD0024,211,STORE0003,9,456.59,20.56,4088.75
2024-08-01,PROD0033,168,STORE0007,7,360.01,16.53,2503.54
2024-09-01,PROD0031,48,STORE0001,7,242.33,24.59,1671.72
2024-10-01,PROD0020,191,STORE0001,7,475.23,3.7,3322.91
2024-11-01,PROD0035,261,STORE0006,1,319.08,37.66,281.42
2024-12-01,PROD0002,166,STORE0010,7,223.9,22.17,1545.13
2023-01-01,PROD0012,234,STORE0004,7,95.89,22.48,648.75
2023-02-01,PROD0022,32,STORE0008,2,95.21,1.05,189.37
2023-03-01,PROD0015,91,STORE0010,7,440.69,7.26,3077.57
2023-04-01,PROD0014,66,STORE0009,1,399.52,13.69,385.83
2023-05-01,PROD0007,67,STORE0009,8,161.37,42.32,1248.64
2023-06-01,PROD0020,83,STORE0002,9,424.39,16.42,3803.09
2023-07-01,PROD0012,261,STORE0009,4,292.04,25.64,1142.52
2023-08-01,PROD0016,95,STORE0002,7,192.6,10.06,1338.14
2023-09-01,PROD0020,16,STORE0005,2,458.0,11.94,904.06
2023-10-01,PROD0030,48,STORE0010,6,411.6,39.89,2429.71
2023-11-01,PROD0018,17,STORE0005,3,117.43,2.97,349.32
2023-12-01,PROD0002,62,STORE0001,5,149.25,1.55,744.7
2024-01-01,PROD0034,45,STORE0005,1,443.21,22.38,420.83
2024-02-01,PROD0048,155,STORE0002,1,236.35,36.25,200.1
2024-03-01,PROD0015,152,STORE0008,4,230.69,47.79,874.97
2024-04-01,PROD0023,205,STORE0005,1,73.92,20.63,53.29
2024-05-01,PROD0011,93,STORE0009,5,124.37,1.33,620.52
2024-06-01,PROD0018,180,STORE0006,4,246.3,34.47,950.73
2024-07-01,PROD0030,69,STORE0008,5,262.98,14.03,1300.87
2024-08-01,PROD0044,173,STORE0009,2,397.3,26.89,767.71
2024-09-01,PROD0002,252,STORE0005,1,227.93,47.61,180.32
2024-10-01,PROD0036,155,STORE0001,1,81.85,11.33,70.52
2024-11-01,PROD0004,293,STORE0009,3,157.11,3.23,468.1
2024-12-01,PROD0028,202,STORE0005,4,294.71,8.11,1170.73
2023-01-01,PROD0007,32,STORE0010,9,222.3,42.39,1958.31
2023-02-01,PROD0034,250,STORE0002,7,64.83,43.56,410.25
2023-03-01,PROD0019,239,STORE0006,1,409.81,26.36,383.45
2023-04-01,PROD0025,204,STORE0006,2,440.66,24.61,856.71
2023-05-01,PROD0020,8,STORE0006,2,169.83,38.26,301.4
2023-06-01,PROD0007,137,STORE0002,2,330.28,13.5,647.06
2023-07-01,PROD0030,15,STORE0003,4,305.1,30.46,1189.94
2023-08-01,PROD0027,251,STORE0001,9,385.59,35.15,3435.16
2023-09-01,PROD0026,283,STORE0010,1,203.91,35.34,168.57
2023-10-01,PROD0023,279,STORE0007,5,22.55,28.8,83.95
2023-11-01,PROD0047,79,STORE0003,9,253.52,26.25,2255.43
2023-12-01,PROD0044,47,STORE0002,9,229.12,16.2,2045.88
2024-01-01,PROD0024,138,STORE0009,6,111.99,35.16,636.78
2024-02-01,PROD0015,45,STORE0003,3,367.94,27.05,1076.77
2024-03-01,PROD0025,25,STORE0006,3,260.68,30.62,751.42
2024-04-01,PROD0010,254,STORE0005,1,309.33,22.93,286.4
2024-05-01,PROD0006,134,STORE0009,4,417.51,48.76,1621.28
2024-06-01,PROD0026,9,STORE0003,3,94.58,40.33,243.41
2024-07-01,PROD0007,147,STORE0002,4,85.39,24.51,317.05
2024-08-01,PROD0035,36,STORE0010,4,75.81,47.63,255.61
2024-09-01,PROD0033,74,STORE0010,5,195.04,31.27,943.93
2024-10-01,PROD0003,11,STORE0002,5,226.61,30.99,1102.06
2024-11-01,PROD0026,1,STORE0004,2,319.35,41.04,597.66
2024-12-01,PROD0028,77,STORE0002,3,139.92,10.66,409.1
2023-01-01,PROD0028,238,STORE0007,8,254.22,9.01,2024.75
2023-02-01,PROD0015,82,STORE0003,8,381.6,39.45,3013.35
